Time,,FFT complex,Frequency ,Magnitude
492,,3.972460-35.204202i,2568.359375,0.034597285
498,,22.477016+29.758492i,2573.242188,0.036419158
502,,15.021589-4.753172i,2578.125,0.015386385
506,,23.056006-15.810065i,2583.007813,0.027300775
511,,-4.873870+7.166551i,2587.890625,0.008463708
515,,-23.056459-6.216670i,2592.773438,0.023320167
520,,10.648212-16.222231i,2597.65625,0.018949973
525,,25.429680+7.813701i,2602.539063,0.025979546
530,,-0.874896+11.440232i,2607.421875,0.011204724
535,,-9.646458-21.746771i,2612.304688,0.02323267
539,,-1.535373-20.394554i,2617.1875,0.019972916
543,,14.675003-6.345596i,2622.070313,0.015613469
547,,-12.429789-26.474052i,2626.953125,0.028561324
551,,-10.583848-11.308809i,2631.835938,0.01512591
554,,7.073568-5.307770i,2636.71875,0.008636247
557,,9.845497-21.732909i,2641.601563,0.023299831
561,,-2.936406+5.578022i,2646.484375,0.006155971
564,,-9.110127-10.542215i,2651.367188,0.013606593
567,,-4.766955+3.512000i,2656.25,0.005782207
570,,-5.128641-9.328917i,2661.132813,0.010396225
574,,11.319893-11.917101i,2666.015625,0.016051232
577,,3.104371-0.616474i,2670.898438,0.00309081
581,,15.696330-27.511792i,2675.78125,0.030932122
584,,-4.639884-27.525083i,2680.664063,0.027259194
587,,27.743276+29.687608i,2685.546875,0.039680697
589,,12.314680-1.644264i,2690.429688,0.01213278
592,,9.850202+18.397438i,2695.3125,0.020379346
595,,-4.131821-21.706867i,2700.195313,0.021578717
597,,5.650593+4.695470i,2705.078125,0.007174687
599,,8.212787-4.792160i,2709.960938,0.009285803
601,,-21.789222-22.486841i,2714.84375,0.03057792
605,,-3.163340-8.029786i,2719.726563,0.008428146
607,,2.437351-24.951750i,2724.609375,0.024482921
610,,9.951068-4.489266i,2729.492188,0.010660971
612,,4.762413-12.966020i,2734.375,0.013489232
615,,-10.059457+2.079940i,2739.257813,0.01003148
616,,-18.208697+5.677818i,2744.140625,0.018626359
618,,33.932661-14.511398i,2749.023438,0.036040398
620,,8.688208+17.099274i,2753.90625,0.018730411
622,,-2.219754+14.361654i,2758.789063,0.014191587
623,,1.222904+7.657161i,2763.671875,0.00757246
625,,20.198488+6.178951i,2768.554688,0.020627403
625,,-10.891368-1.140302i,2773.4375,0.010694237
625,,0.306831+5.833469i,2778.320313,0.005704622
626,,3.373807+1.492716i,2783.203125,0.003602811
625,,-0.270297-26.758394i,2788.085938,0.026132577
625,,-3.138304-27.408831i,2792.96875,0.026941322
624,,30.111748+7.643242i,2797.851563,0.030338522
623,,18.893196-11.596435i,2802.734375,0.021648656
624,,21.073873-10.484194i,2807.617188,0.0229861
623,,-14.903150+5.968176i,2812.5,0.015677494
622,,0.776791-5.832133i,2817.382813,0.005745739
622,,15.939897+2.929128i,2822.265625,0.015826945
621,,-12.223409-15.602625i,2827.148438,0.019355992
621,,17.493082-6.775111i,2832.03125,0.018319595
621,,0.071773-13.310390i,2836.914063,0.012998617
620,,2.941828-20.459775i,2841.796875,0.020185732
619,,-1.730985-9.860411i,2846.679688,0.009776557
619,,3.181816-24.018857i,2851.5625,0.023660831
618,,-17.041788-11.918875i,2856.445313,0.020308793
616,,24.307211+6.503482i,2861.328125,0.024572451
615,,-8.406246-25.843584i,2866.210938,0.026539437
613,,11.358989+5.906903i,2871.09375,0.01250298
611,,-17.009800-9.649470i,2875.976563,0.019097867
609,,16.590821+0.615411i,2880.859375,0.016213116
606,,-9.655017+6.263998i,2885.742188,0.011239255
604,,-23.499119+0.366421i,2890.625,0.022951148
602,,-12.234242-16.611049i,2895.507813,0.020146644
599,,-17.087973-30.395130i,2900.390625,0.034051976
596,,14.379989-29.609216i,2905.273438,0.032144927
593,,10.962879+1.308269i,2910.15625,0.010781899
590,,-9.037658-26.519010i,2915.039063,0.027360088
587,,12.206536+4.317635i,2919.921875,0.012644184
584,,8.545523+7.628795i,2924.804688,0.011186841
580,,-6.068322-8.935987i,2929.6875,0.01054852
577,,-1.971259-18.665572i,2934.570313,0.018329468
573,,13.758968-5.826231i,2939.453125,0.014591496
570,,-0.567132-6.740731i,2944.335938,0.006606003
567,,6.237149-30.440504i,2949.21875,0.030344648
563,,-23.276566-5.792045i,2954.101563,0.023424197
560,,10.617511+2.474900i,2958.984375,0.010646622
556,,-18.293860-41.670142i,2963.867188,0.04444235
554,,-12.061745-7.202969i,2968.75,0.01371952
551,,10.293639+0.067152i,2973.632813,0.010052596
547,,19.831734-5.563711i,2978.515625,0.020114641
544,,-5.579420-4.483256i,2983.398438,0.006989726
541,,14.855859-4.891893i,2988.28125,0.015273986
538,,21.243381-5.994694i,2993.164063,0.02155567
535,,15.387875+28.056063i,2998.046875,0.031248922
531,,-7.902832+4.944639i,3002.929688,0.009103753
528,,-4.428140-7.136143i,3007.8125,0.008201553
524,,-1.388167-20.894953i,3012.695313,0.020450209
520,,-6.318289-11.823388i,3017.578125,0.013091522
516,,12.590735-10.276429i,3022.460938,0.015871217
511,,-5.729633-20.321721i,3027.34375,0.020619142
506,,-10.224326+7.193291i,3032.226563,0.012208214
502,,4.511124+5.822218i,3037.109375,0.00719273
497,,5.260577+0.870857i,3041.992188,0.0052072
493,,19.609838-12.030343i,3046.875,0.022466773
492,,5.192313-6.555236i,3051.757813,0.008166494
483,,14.266979+8.987017i,3056.640625,0.016466395
479,,6.299775-17.381155i,3061.523438,0.018054306
476,,17.852760+17.636496i,3066.40625,0.024506992
472,,-7.919113+6.241483i,3071.289063,0.009846756
468,,-16.679128-27.193984i,3076.171875,0.031153814
465,,9.454676+7.040251i,3081.054688,0.011511681
462,,16.633174-1.833715i,3085.9375,0.016341745
458,,12.434932-18.885353i,3090.820313,0.022081633
455,,15.221360-1.260439i,3095.703125,0.014915486
451,,12.619009-23.076822i,3100.585938,0.025685248
448,,15.684665+21.537554i,3105.46875,0.026019022
445,,15.830505-8.754232i,3110.351563,0.017665837
442,,-16.391060+13.871178i,3115.234375,0.020969424
439,,7.477332-10.130057i,3120.117188,0.012295715
436,,6.631048-15.231335i,3125,0.016222827
433,,5.091388-4.146594i,3129.882813,0.006412416
431,,20.456526+5.645343i,3134.765625,0.020723829
428,,-14.533903-17.659139i,3139.648438,0.022334894
426,,-19.215263-7.071538i,3144.53125,0.019995293
423,,25.275214+5.577635i,3149.414063,0.025276683
420,,4.001116-1.744029i,3154.296875,0.004262398
418,,9.942896-6.315325i,3159.179688,0.011502916
415,,-0.216946-20.881701i,3164.0625,0.020393387
413,,-3.033821+4.157009i,3168.945313,0.005025721
411,,10.277470-18.340727i,3173.828125,0.020531252
408,,-5.644792+18.362364i,3178.710938,0.018760172
406,,26.579772+5.985384i,3183.59375,0.026606787
404,,-6.976174-39.555223i,3188.476563,0.039224307
401,,-7.747774+0.541853i,3193.359375,0.007584667
401,,24.138316-2.527025i,3198.242188,0.023701398
399,,12.380803-5.450504i,3203.125,0.013210414
398,,6.406340-16.290082i,3208.007813,0.017094251
397,,14.664335-6.936612i,3212.890625,0.015841978
397,,4.068505+6.850311i,3217.773438,0.007780666
397,,3.114878+1.885382i,3222.65625,0.003555697
397,,-16.972890+9.567443i,3227.539063,0.019027061
398,,13.220207-6.171098i,3232.421875,0.014247653
399,,5.676024-11.654813i,3237.304688,0.012659652
400,,17.541982+6.836510i,3242.1875,0.018385822
400,,15.794156+5.908763i,3247.070313,0.016468007
400,,-7.513227-28.575627i,3251.953125,0.028854324
401,,-8.023309+1.735897i,3256.835938,0.008016551
401,,39.819856+0.608205i,3261.71875,0.038891114
402,,-4.099686-6.474570i,3266.601563,0.007483775
402,,20.210726-12.231693i,3271.484375,0.023070196
403,,6.803132+7.353263i,3276.367188,0.00978285
405,,6.079678+1.929887i,3281.25,0.006229133
406,,12.101538-0.542236i,3286.132813,0.011829766
407,,-3.965870+13.392597i,3291.015625,0.013640092
408,,-2.127291+6.366410i,3295.898438,0.006555095
409,,27.924122-18.291751i,3300.78125,0.032599417
411,,-7.719424-1.288775i,3305.664063,0.007642838
413,,-5.431141-11.499435i,3310.546875,0.012419414
416,,-2.791567-11.619746i,3315.429688,0.011670283
417,,17.146691-11.724307i,3320.3125,0.020284978
420,,-3.621490-2.556362i,3325.195313,0.004328957
422,,17.303173-2.608765i,3330.078125,0.017088601
425,,2.811173-5.043074i,3334.960938,0.005638352
428,,12.940419+13.587456i,3339.84375,0.018323847
431,,17.672366-9.890344i,3344.726563,0.019777053
434,,14.810740+14.650912i,3349.609375,0.020344571
437,,2.032049+23.766113i,3354.492188,0.023293776
440,,8.160847-1.718391i,3359.375,0.008144338
443,,-33.945713-18.499750i,3364.257813,0.037753358
446,,-22.409061+7.004908i,3369.140625,0.022928114
450,,15.533107-30.828578i,3374.023438,0.03371162
453,,3.310982-15.565549i,3378.90625,0.015540817
456,,-7.052693+4.096721i,3383.789063,0.007965039
460,,19.075125-17.301127i,3388.671875,0.02514889
463,,0.306759-27.139673i,3393.554688,0.02650528
466,,4.131927-10.590246i,3398.4375,0.011101335
469,,2.673653+12.119261i,3403.320313,0.012119802
472,,6.704837-14.711190i,3408.203125,0.015788148
475,,20.457132-5.631213i,3413.085938,0.020720733
479,,-6.874717-6.677064i,3417.96875,0.00935896
481,,-1.794929-12.765569i,3422.851563,0.012589005
485,,5.778604-8.175463i,3427.734375,0.009776871
488,,10.187959-7.856238i,3432.617188,0.012563733
490,,2.759552-8.025383i,3437.5,0.008287668
494,,19.622751-8.690340i,3442.382813,0.020958004
498,,-4.348356-6.489728i,3447.265625,0.007628745
502,,-13.670026+22.614833i,3452.148438,0.025806027
507,,15.325206-12.701551i,3457.03125,0.019438043
512,,-14.327568-14.620823i,3461.914063,0.019990873
516,,-3.694251+12.120139i,3466.796875,0.012373677
521,,16.452434-0.769512i,3471.679688,0.016084394
526,,3.005031+3.553027i,3476.5625,0.004544344
530,,-12.393144-1.163961i,3481.445313,0.012155941
535,,12.493168-20.881684i,3486.328125,0.023763279
539,,7.714649-6.901895i,3491.210938,0.010108812
543,,-18.841204-25.682150i,3496.09375,0.031105682
547,,-16.035910-7.798541i,3500.976563,0.017413718
550,,5.850688-0.428564i,3505.859375,0.00572887
554,,27.399982-8.895405i,3510.742188,0.028132582
558,,-11.670288+2.749547i,3515.625,0.011708802
562,,-2.275741+10.312541i,3520.507813,0.010313143
565,,13.694906+12.709920i,3525.390625,0.018246111
569,,1.146732+4.554731i,3530.273438,0.004586785
572,,23.593654-6.150125i,3535.15625,0.023810599
575,,4.106028-1.961258i,3540.039063,0.004443735
579,,6.474662+0.559490i,3544.921875,0.006346475
582,,11.090822-8.483039i,3549.804688,0.013635844
585,,-17.016477+12.074666i,3554.6875,0.020376206
587,,-4.771724+0.340081i,3559.570313,0.004671706
590,,-8.877120-6.161206i,3564.453125,0.010552467
592,,18.538069-17.300231i,3569.335938,0.024762321
595,,3.747952-28.391612i,3574.21875,0.027966724
598,,-14.414922+26.251949i,3579.101563,0.029247269
599,,6.390077-6.424769i,3583.984375,0.008849119
602,,-6.125847+1.804887i,3588.867188,0.006236529
605,,-6.009194-6.480243i,3593.75,0.008630512
607,,3.512700-12.587781i,3598.632813,0.012762416
610,,14.418190-19.704924i,3603.515625,0.023844293
612,,-11.334291+5.996333i,3608.398438,0.012522188
614,,32.133211-3.763217i,3613.28125,0.031594552
616,,27.320238-24.144710i,3618.164063,0.035605882
618,,-5.694012-14.347372i,3623.046875,0.01507418
620,,-11.089503+43.943695i,3627.929688,0.044259138
623,,-9.923023-10.080475i,3632.8125,0.013813523
623,,-29.560089-3.129364i,3637.695313,0.029028586
625,,11.781295+0.089702i,3642.578125,0.011505504
626,,3.967787-12.046723i,3647.460938,0.012386065
626,,-5.257422-11.954757i,3652.34375,0.012753648
627,,25.045039+13.470788i,3657.226563,0.02777142
626,,18.311829+10.895839i,3662.109375,0.020808858
626,,-4.937943+8.823671i,3666.992188,0.009874416
626,,2.085853-15.796614i,3671.875,0.015560285
626,,-9.381314+4.459360i,3676.757813,0.010143798
625,,24.321075-24.005522i,3681.640625,0.033371868
625,,-3.728598-17.215790i,3686.523438,0.017202083
624,,-7.353541+20.144053i,3691.40625,0.020941686
624,,23.538439+18.849258i,3696.289063,0.029448705
623,,-3.312183+0.966159i,3701.171875,0.003369356
623,,-2.298117+0.104626i,3706.054688,0.00224658
622,,13.822311+0.892504i,3710.9375,0.01352646
621,,10.968927-5.871112i,3715.820313,0.012149761
620,,14.246415-14.226914i,3720.703125,0.019661805
619,,15.594040-39.376341i,3725.585938,0.041359126
618,,7.917214-9.982699i,3730.46875,0.012442516
616,,3.731589-10.053662i,3735.351563,0.010472506
615,,-0.968903+20.671497i,3740.234375,0.020209171
613,,-28.416947-16.634660i,3745.117188,0.032155977
611,,-14.535534-10.748737i,3750,0.017654378
609,,16.808571+22.533141i,3754.882813,0.027452881
606,,4.942176-0.752880i,3759.765625,0.004882025
603,,-6.176260-5.997004i,3764.648438,0.008406964
601,,0.733598-6.085396i,3769.53125,0.005985795
598,,7.361631+12.252293i,3774.414063,0.013958775
595,,9.826915-0.693504i,3779.296875,0.009620464
592,,11.260741-17.966556i,3784.179688,0.020706843
589,,11.537209-5.704071i,3789.0625,0.012568614
585,,22.676099-18.380835i,3793.945313,0.028505934
582,,1.477754-12.672020i,3798.828125,0.01245888
579,,-5.132207+19.666771i,3803.710938,0.019849013
576,,2.035751-12.183015i,3808.59375,0.01206243
573,,4.386569+6.155013i,3813.476563,0.007381041
570,,15.039955-6.884911i,3818.359375,0.016153248
566,,9.093951-10.881810i,3823.242188,0.013849079
563,,14.451935-3.094583i,3828.125,0.014433147
560,,10.673210-13.999885i,3833.007813,0.017191777
556,,-7.966017+7.159215i,3837.890625,0.010459335
553,,18.527173+18.549378i,3842.773438,0.025602622
550,,-2.094141-18.981916i,3847.65625,0.018649495
547,,9.276586-13.446386i,3852.539063,0.015952989
544,,24.664753-29.983263i,3857.421875,0.037914605
541,,11.247677-17.616299i,3862.304688,0.020410956
537,,-9.080459-33.279728i,3867.1875,0.033687797
534,,13.188683+18.561191i,3872.070313,0.022236034
531,,-4.004869-6.550851i,3876.953125,0.007498107
527,,5.128477-1.443796i,3881.835938,0.005202964
523,,-3.289808+20.148653i,3886.71875,0.019936974
519,,-14.165630+1.969319i,3891.601563,0.013966663
515,,12.700777-7.032871i,3896.484375,0.01417769
510,,7.222530-0.197998i,3901.367188,0.007055902
506,,9.791906-9.171508i,3906.25,0.013101887
501,,24.413813-1.814698i,3911.132813,0.023907387
496,,-11.866134+6.313996i,3916.015625,0.013126383
492,,-3.525934-3.124549i,3920.898438,0.004600741
492,,-5.244057-0.870182i,3925.78125,0.005191176
483,,9.095884-21.500062i,3930.664063,0.022797825
479,,2.424475+6.760989i,3935.546875,0.007014211
475,,-2.125703-6.712848i,3940.429688,0.006876341
471,,25.344902-27.418340i,3945.3125,0.036462932
468,,0.454441-0.859842i,3950.195313,0.000949752
464,,7.003528-7.534774i,3955.078125,0.010045892
461,,-2.808263+5.111313i,3959.960938,0.005695282
457,,-9.347817-6.664351i,3964.84375,0.011211144
454,,11.321027-25.626010i,3969.726563,0.027358709
450,,-17.725182-22.755228i,3974.609375,0.028168073
447,,44.508582+2.293367i,3979.492188,0.043523074
444,,9.357225+25.819647i,3984.375,0.026819255
441,,2.943242-2.630790i,3989.257813,0.003855101
438,,2.009072-12.573469i,3994.140625,0.01243454
435,,5.325466+20.969827i,3999.023438,0.021128404
433,,-8.008677+7.299838i,4003.90625,0.010582376
430,,-17.620407-20.956494i,4008.789063,0.026738085
428,,13.188250+10.479790i,4013.671875,0.016450251
426,,12.925231-10.239032i,4018.554688,0.016102902
423,,20.698815-30.417418i,4023.4375,0.035929807
420,,11.001321+6.299704i,4028.320313,0.01238023
418,,13.894061+1.359066i,4033.203125,0.013633176
415,,14.297002-18.112392i,4038.085938,0.022534336
413,,14.422226+7.817520i,4042.96875,0.016020216
410,,0.118815-18.199717i,4047.851563,0.01777354
408,,7.400055-18.544090i,4052.734375,0.019498119
406,,17.112840+1.823465i,4057.617188,0.016806363
404,,12.015177-6.584211i,4062.5,0.013379844
403,,13.060753-6.505750i,4067.382813,0.014249384
401,,-7.310850-22.418075i,4072.265625,0.02302739
400,,-1.577510-18.982385i,4077.148438,0.018601388
398,,36.836645-31.776142i,4082.03125,0.047508151
398,,9.093824+1.935886i,4086.914063,0.009079683
397,,39.194262+14.024577i,4091.796875,0.040652209
397,,22.967439+14.349981i,4096.679688,0.026447094
397,,-7.886397+21.993859i,4101.5625,0.022817422
398,,18.886513-4.368526i,4106.445313,0.018930819
399,,14.848885+15.504097i,4111.328125,0.020964648
400,,-18.309957+12.334936i,4116.210938,0.021559819
401,,-10.434132-5.541484i,4121.09375,0.011537463
401,,11.188414+11.440471i,4125.976563,0.015626983
401,,4.752048+7.074004i,4130.859375,0.008322209
401,,11.913356+22.764185i,4135.742188,0.025090933
402,,9.552721+11.506233i,4140.625,0.014604357
403,,-7.053523-27.510075i,4145.507813,0.027734313
403,,10.794093-6.915402i,4150.390625,0.012518877
404,,12.426735+5.649633i,4155.273438,0.013330779
405,,1.185226-8.095082i,4160.15625,0.007989637
406,,1.141851-18.735271i,4165.039063,0.018330112
407,,22.904931+4.881021i,4169.921875,0.02287034
408,,1.589933-7.811687i,4174.804688,0.007785007
410,,12.734226+3.736839i,4179.6875,0.012960146
412,,-8.893295+1.745688i,4184.570313,0.008850594
414,,7.862540+10.099684i,4189.453125,0.012499357
417,,37.552911-20.083948i,4194.335938,0.041588105
421,,11.235116+0.815133i,4199.21875,0.011000632
422,,31.956407-29.803789i,4204.101563,0.04267341
425,,19.952202-13.211011i,4208.984375,0.023368657
427,,-6.029656+1.382763i,4213.867188,0.006041188
431,,5.184711-17.890222i,4218.75,0.018189804
434,,1.932259+37.591881i,4223.632813,0.036759285
437,,16.227220+8.265202i,4228.515625,0.017784065
440,,-21.109849+11.260183i,4233.398438,0.023364499
443,,-6.969200+16.499842i,4238.28125,0.0174915
446,,13.508248-14.151481i,4243.164063,0.019105146
449,,-5.183788-8.647046i,4248.046875,0.009845526
452,,18.350641+10.229819i,4252.929688,0.020517
455,,11.709770-4.972756i,4257.8125,0.012423741
459,,-11.241364-19.952129i,4262.695313,0.022364256
462,,-12.830691-2.802568i,4267.578125,0.012825393
465,,7.368836-5.995255i,4272.460938,0.009276975
468,,12.872763-20.375678i,4277.34375,0.023536499
472,,32.498793+12.846986i,4282.226563,0.034126865
475,,0.775089+12.216168i,4287.109375,0.01195384
478,,-6.081159-15.592952i,4291.992188,0.016344536
482,,-20.395310+15.768004i,4296.875,0.025175596
484,,7.721740-2.728792i,4301.757813,0.007997777
488,,37.823212-19.582202i,4306.640625,0.041593515
490,,3.006422-1.833662i,4311.523438,0.003438955
493,,13.896453-22.156679i,4316.40625,0.02554098
499,,4.219353-13.573924i,4321.289063,0.013881428
503,,7.805856+17.143480i,4326.171875,0.018395449
508,,-9.536541-15.030279i,4331.054688,0.017383221
512,,14.802046+22.210890i,4335.9375,0.026065699
517,,19.991967+5.929366i,4340.820313,0.020363989
521,,-18.092286+2.861989i,4345.703125,0.017887943
525,,2.608406-16.664038i,4350.585938,0.016471629
530,,-0.507023+0.099139i,4355.46875,0.000504516
534,,-7.019023+3.829882i,4360.351563,0.007808512
539,,5.096582+6.138636i,4365.234375,0.007791598
543,,5.828477-25.176709i,4370.117188,0.025236873
547,,9.534510-6.281034i,4375,0.011149858
551,,-0.358732+16.864594i,4379.882813,0.016473056
555,,-0.679208-4.616153i,4384.765625,0.004556498
559,,7.295320-13.666741i,4389.648438,0.015128889
562,,12.699867+21.403406i,4394.53125,0.024304292
565,,0.700911+7.677561i,4399.414063,0.007528798
568,,-3.658319+18.094068i,4404.296875,0.018027529
571,,-5.727629-1.338215i,4409.179688,0.005744027
575,,3.623493-15.364147i,4414.0625,0.015415673
578,,15.032083-18.152123i,4418.945313,0.023015883
581,,8.774197-7.222353i,4423.828125,0.011098018
584,,10.493573-2.571852i,4428.710938,0.01055092
587,,9.380313-7.035343i,4433.59375,0.011450641
589,,0.905445-17.771474i,4438.476563,0.017377466
591,,3.250537-12.130786i,4443.359375,0.012264395
594,,-2.972345+1.615774i,4448.242188,0.003303837
596,,6.532011+4.290241i,4453.125,0.00763178
599,,-13.558533-13.502768i,4458.007813,0.018686787
601,,16.019278+7.583812i,4462.890625,0.017308354
604,,27.240805-16.486224i,4467.773438,0.031094846
607,,-10.145937+12.534056i,4472.65625,0.015747887
609,,17.542777-16.842884i,4477.539063,0.023749385
611,,-19.410684-4.855849i,4482.421875,0.019539889
614,,33.514010-13.176334i,4487.304688,0.035167162
616,,36.197249-6.660658i,4492.1875,0.035942345
618,,-0.693687+0.897385i,4497.070313,0.001107657
620,,28.883640+0.832272i,4501.953125,0.028218387
622,,26.709627+2.323055i,4506.835938,0.02618209
623,,33.000175+9.941970i,4511.71875,0.033657483
624,,5.713780-22.736502i,4516.601563,0.022894004
625,,-18.651045+11.763164i,4521.484375,0.02153389
626,,-6.079307+0.234465i,4526.367188,0.005941237
626,,-4.994378-16.996625i,4531.25,0.017300021
627,,-3.986520+8.068602i,4536.132813,0.008788774
627,,2.610670+9.891542i,4541.015625,0.009990487
626,,-11.094751-3.390078i,4545.898438,0.011329225
626,,9.161068-5.742186i,4550.78125,0.010558527
625,,-11.112692-1.804136i,4555.664063,0.010994326
624,,4.542357-5.552133i,4560.546875,0.007005377
623,,3.434496-12.269988i,4565.429688,0.012442969
623,,4.141017-0.560147i,4570.3125,0.004080791
622,,15.825155+6.254629i,4575.195313,0.016617522
621,,-9.254548+1.510532i,4580.078125,0.009157239
621,,-20.975036+2.960058i,4584.960938,0.020686399
621,,2.944907+26.346857i,4589.84375,0.025889579
620,,6.988852+6.921045i,4594.726563,0.00960537
619,,12.539967-0.871477i,4599.609375,0.012275598
618,,3.116304-17.659169i,4604.492188,0.017511745
616,,18.258574+7.090827i,4609.375,0.019128049
615,,20.108372-25.069706i,4614.257813,0.031384549
613,,2.899321-0.292101i,4619.140625,0.002845701
611,,9.578276-6.127237i,4624.023438,0.011103924
608,,-5.189469-2.593780i,4628.90625,0.005665601
606,,-21.258240+17.762147i,4633.789063,0.027052837
603,,4.700947-20.782070i,4638.671875,0.020807734
600,,-10.424110-24.850139i,4643.554688,0.026316348
598,,9.317233+12.717961i,4648.4375,0.015396193
595,,-2.672096+12.157386i,4653.320313,0.012155835
592,,-5.966410-20.119495i,4658.203125,0.020493674
589,,8.907649-9.492737i,4663.085938,0.012712513
586,,-12.518364+8.792548i,4667.96875,0.014939119
583,,7.526892-0.627267i,4672.851563,0.007375961
580,,-4.790573-10.399664i,4677.734375,0.011181645
577,,5.300752-1.258222i,4682.617188,0.005320347
574,,44.979112-4.228818i,4687.5,0.044118619
571,,0.450151-12.098669i,4692.382813,0.011823282
567,,-18.804647+14.729806i,4697.265625,0.023327009
564,,24.240250-23.784135i,4702.148438,0.033163965
561,,15.245199+9.919203i,4707.03125,0.017761808
557,,-0.197911+8.528318i,4711.914063,0.008330678
553,,-7.417542+8.015203i,4716.796875,0.010664823
550,,-11.396276-8.729599i,4721.679688,0.014019064
547,,-0.763157-12.136378i,4726.5625,0.01187534
544,,9.597931-4.091330i,4731.445313,0.010189027
541,,10.100892-2.726683i,4736.328125,0.010217234
538,,22.854605+0.493250i,4741.210938,0.022324148
535,,-9.519179+0.777137i,4746.09375,0.009327001
531,,-7.688739+10.731584i,4750.976563,0.012892238
527,,9.415281-8.485639i,4755.859375,0.012377851
524,,-9.239506-19.250269i,4760.742188,0.020852327
519,,2.109972-8.291588i,4765.625,0.008355313
514,,6.734025-11.600107i,4770.507813,0.013098669
510,,18.998548+0.535833i,4775.390625,0.018560647
505,,12.053538-21.028680i,4780.273438,0.023670174
501,,0.251899-21.786373i,4785.15625,0.021277177
497,,-2.668802+1.728453i,4790.039063,0.003105108
492,,5.021112+3.641335i,4794.921875,0.006057119
487,,28.826181-0.525943i,4799.804688,0.028155253
482,,-1.224655+1.117753i,4804.6875,0.001619196
479,,-4.060150+8.966014i,4809.570313,0.009611788
475,,8.115673+11.465308i,4814.453125,0.013717747
471,,-19.275443-5.130580i,4819.335938,0.01947907
467,,9.005238+2.481042i,4824.21875,0.00912184
464,,22.903110+11.306210i,4829.101563,0.02494315
461,,2.086973+15.895259i,4833.984375,0.015655936
458,,-18.353999-18.447401i,4838.867188,0.025412699
454,,-4.919611-12.288509i,4843.75,0.012926457
451,,15.735793+13.810881i,4848.632813,0.020446234
448,,13.849665+0.551164i,4853.515625,0.013535769
444,,20.949720+0.707991i,4858.398438,0.02047039
441,,30.947394+11.714766i,4863.28125,0.032314879
438,,-6.638533+32.707841i,4868.164063,0.032592515
434,,13.163909+23.571228i,4873.046875,0.026365221
432,,-3.649477+9.671630i,4877.929688,0.010094988
430,,-10.976672-1.914012i,4882.8125,0.010881149
427,,12.866924-1.355973i,4887.695313,0.012634937
425,,-26.511317+3.371479i,4892.578125,0.026098472
423,,-10.857318-12.242600i,4897.460938,0.015979935
420,,1.576301-8.779198i,4902.34375,0.008710535
417,,15.413014-4.350777i,4907.226563,0.015639954
414,,39.142477+16.331894i,4912.109375,0.041418965
412,,15.876234+4.048828i,4916.992188,0.016000368
410,,-7.743895-12.889104i,4921.875,0.014684101
408,,-2.938205-7.762016i,4926.757813,0.008104995
406,,2.982763+17.385168i,4931.640625,0.017225769
404,,-9.233828-4.534948i,4936.523438,0.010046229
403,,8.943528-12.195184i,4941.40625,0.014768686
402,,-2.886714+10.100700i,4946.289063,0.010258893
401,,1.630871-3.775250i,4951.171875,0.004016065
400,,7.790734-2.769300i,4956.054688,0.008074498
399,,14.625400+2.667702i,4960.9375,0.014518268
399,,-4.826177-10.014066i,4965.820313,0.010855822
398,,6.533284-15.521367i,4970.703125,0.016445632
399,,47.959438+0.566448i,4975.585938,0.046838655
399,,-4.661028-5.005048i,4980.46875,0.00667898
400,,0.997717+4.197864i,4985.351563,0.004213672
400,,-12.447013-2.905801i,4990.234375,0.012482127
401,,6.629887-8.048785i,4995.117188,0.010183367
402,,0,5000,0
402,,6.629887+8.048785i,5004.882813,0.010183367
403,,-12.447013+2.905801i,5009.765625,0.012482127
404,,0.997717-4.197864i,5014.648438,0.004213672
404,,-4.661028+5.005048i,5019.53125,0.00667898
403,,47.959438-0.566448i,5024.414063,0.046838655
405,,6.533284+15.521367i,5029.296875,0.016445632
405,,-4.826177+10.014066i,5034.179688,0.010855822
406,,14.625400-2.667702i,5039.0625,0.014518268
408,,7.790734+2.769300i,5043.945313,0.008074498
409,,1.630871+3.775250i,5048.828125,0.004016065
411,,-2.886714-10.100700i,5053.710938,0.010258893
413,,8.943528+12.195184i,5058.59375,0.014768686
415,,-9.233828+4.534948i,5063.476563,0.010046229
417,,2.982763-17.385168i,5068.359375,0.017225769
420,,-2.938205+7.762016i,5073.242188,0.008104995
423,,-7.743895+12.889104i,5078.125,0.014684101
426,,15.876234-4.048828i,5083.007813,0.016000368
428,,39.142477-16.331894i,5087.890625,0.041418965
431,,15.413014+4.350777i,5092.773438,0.015639954
434,,1.576301+8.779198i,5097.65625,0.008710535
437,,-10.857318+12.242600i,5102.539063,0.015979935
440,,-26.511317-3.371479i,5107.421875,0.026098472
443,,12.866924+1.355973i,5112.304688,0.012634937
447,,-10.976672+1.914012i,5117.1875,0.010881149
450,,-3.649477-9.671630i,5122.070313,0.010094988
453,,13.163909-23.571228i,5126.953125,0.026365221
457,,-6.638533-32.707841i,5131.835938,0.032592515
460,,30.947394-11.714766i,5136.71875,0.032314879
463,,20.949720-0.707991i,5141.601563,0.02047039
466,,13.849665-0.551164i,5146.484375,0.013535769
470,,15.735793-13.810881i,5151.367188,0.020446234
473,,-4.919611+12.288509i,5156.25,0.012926457
476,,-18.353999+18.447401i,5161.132813,0.025412699
